name,county,ward_code,ward_name,political_party,gender
AENGWO JOHN CHONGWO,BARINGO,790,SAIMO KIPSARAMAN,JUBILEE PARTY,Male
AMASILE PETER P,BARINGO,786,TANGULBEI KOROSSI,PARTY FOR DEVELOPMENT AND REFORM,Male
AMEJA KACHEPKOW ZELEMOI,BARINGO,787,CHURO AMAYA,KENYA AFRICAN NATIONAL UNION,Male
AREMOI EVANS KAPEL,BARINGO,783,RIBKWO,JUBILEE PARTY,Male
ARUPE LUKE MARIACH ANTHONY,BARINGO,784,SILALE,JUBILEE PARTY,Male
BARCHIBA JOHN KIPKOECH,BARINGO,806,LEMBUS KWEN,KENYA AFRICAN NATIONAL UNION,Male
BIWOTT SYMON CHERUTICH,BARINGO,810,KOIBATEK,INDEPENDENT,Male
BOIWO JOHN KIPCHIRCHIR,BARINGO,793,KABARNET,KENYA AFRICAN NATIONAL UNION,Male
BOLEI RAPHAEL KIBET,BARINGO,796,EWALEL CHAPCHAP,JUBILEE PARTY,Male
CHEBET MATTHEW KIPSORNO,BARINGO,792,BARTABWA,PARTY FOR DEVELOPMENT AND REFORM,Male
CHEBII DANIEL KIPROTICH,BARINGO,793,KABARNET,ORANGE DEMOCRATIC MOVEMENT,Male
CHEBII REDEMPTA NDUKU,BARINGO,809,LEMBUS PERKERRA,AMANI NATIONAL CONGRESS,Female
CHEBOIWO JACOB KIPROTICH,BARINGO,804,KISANANA,JUBILEE PARTY,Male
CHEBON MICHAEL CHEPKERES,BARINGO,791,SAIMO SOI,KENYA AFRICAN NATIONAL UNION,Male
CHEBWAOT ALFRED KIMUTAI,BARINGO,802,MOGOTIO,INDEPENDENT,Male
CHELAL GEOFREY KIPKEMOI,BARINGO,803,EMINING,KENYA AFRICAN NATIONAL UNION,Male
CHELANG'A JOSHUA KOECH,BARINGO,790,SAIMO KIPSARAMAN,MAENDELEO CHAP CHAP PARTY,Male
CHELIMO MICHAEL KIPTUI,BARINGO,809,LEMBUS PERKERRA,INDEPENDENT,Male
CHEMINING'AI GILBERT KANDIE,BARINGO,789,KABARTONJO,CHAMA CHA MASHINANI,Male
CHEMUNA JOSEPH CHESIRE,BARINGO,797,KAPROPITA,INDEPENDENT,Male
CHEMWETICH STEPHEN,BARINGO,800,MOCHONGOI,CHAMA CHA MASHINANI,Male
CHEMWETICH ZAPHANIAH CHEPKONGA,BARINGO,788,BARWESSA,MAENDELEO CHAP CHAP PARTY,Male
CHEPKUTO WILLY KIPYEMIT,BARINGO,800,MOCHONGOI,INDEPENDENT,Male
CHEPSONGOL REUBEN CHIRCHIR,BARINGO,792,BARTABWA,JUBILEE PARTY,Male
CHEPTAI SOLOMON K,BARINGO,795,TENGES,KENYA AFRICAN NATIONAL UNION,Male
CHEPTOO ISAAC KIPYATOR,BARINGO,791,SAIMO SOI,THE NATIONAL VISION PARTY,Male
CHEPTOO JOHN MARK CHIRCHIR,BARINGO,807,RAVINE,PARTY FOR DEVELOPMENT AND REFORM,Male
CHEPTOO SAMUEL KIMALINY,BARINGO,797,KAPROPITA,MAENDELEO CHAP CHAP PARTY,Male
CHEPTOO WILSON KOROMBORI,BARINGO,794,SACHO,MAENDELEO CHAP CHAP PARTY,Male
CHERONO MICHAEL C,BARINGO,790,SAIMO KIPSARAMAN,CHAMA CHA MASHINANI,Male
CHERUIYOT CLINTON KIPROP,BARINGO,805,LEMBUS,INDEPENDENT,Male
CHERUIYOT ISAIAH KIPLABAT,BARINGO,794,SACHO,THE NATIONAL VISION PARTY,Male
CHERUIYOT MUSA KIPKURUI,BARINGO,810,KOIBATEK,JUBILEE PARTY,Male
CHERUTICH JACKSON KIPTOO,BARINGO,795,TENGES,INDEPENDENT,Male
CHESANG CLEMENT KIPLIMO,BARINGO,807,RAVINE,INDEPENDENT,Male
CHESANG MOSES KIPROP,BARINGO,800,MOCHONGOI,PARTY OF DEMOCRATIC UNITY,Male
CHESEREM RICHARD R,BARINGO,791,SAIMO SOI,JUBILEE PARTY,Male
CHESIRE DESMOND,BARINGO,793,KABARNET,INDEPENDENT,Male
CHESIRE PHILIP YATOR,BARINGO,789,KABARTONJO,KENYA AFRICAN NATIONAL UNION,Male
CHESIRE SAMUEL KIPCHUMBA,BARINGO,794,SACHO,KENYA AFRICAN NATIONAL UNION,Male
CHESIRWO JEREMIAH KIPLAGAT,BARINGO,793,KABARNET,MAENDELEO CHAP CHAP PARTY,Male
CHIRCHIR NEHEMIAH KIPSARMAT,BARINGO,800,MOCHONGOI,PARTY FOR DEVELOPMENT AND REFORM,Male
DANIEL LOKTARY,BARINGO,784,SILALE,PARTY FOR DEVELOPMENT AND REFORM,Male
DANIEL TUWIT LORERIA,BARINGO,783,RIBKWO,KENYA AFRICAN NATIONAL UNION,Male
DAUDI KANDIE C,BARINGO,796,EWALEL CHAPCHAP,ECONOMIC FREEDOM PARTY,Male
JOHANNA CHEBON KIPLIMO,BARINGO,793,KABARNET,JUBILEE PARTY,Male
KALEGENO MARERI ERICK,BARINGO,785,LOIYAMOROCK,PARTY FOR DEVELOPMENT AND REFORM,Male
KAMBALA RICHARD KIPSIMNYAN,BARINGO,791,SAIMO SOI,INDEPENDENT,Male
KANDAGOR KAPLICH JOHN,BARINGO,798,MARIGAT,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
KANDAGOR KIPLAGAT,BARINGO,789,KABARTONJO,INDEPENDENT,Male
KANGOGO JONAH KIBICHII,BARINGO,803,EMINING,INDEPENDENT,Male
KARANJA WILSON KARIUKI,BARINGO,805,LEMBUS,INDEPENDENT,Male
KATAMEI JACOB MEREW,BARINGO,788,BARWESSA,INDEPENDENT,Male
KATUIYA CARLOS TALLAM,BARINGO,793,KABARNET,THE NATIONAL VISION PARTY,Male
KEBUT PETER KIPKOECH,BARINGO,796,EWALEL CHAPCHAP,INDEPENDENT,Male
KENEI GEORGE KIPROTICH,BARINGO,803,EMINING,INDEPENDENT,Male
KIBARAR PAUL KIPSANG,BARINGO,803,EMINING,JUBILEE PARTY,Male
KIBOWEN Isaiah Cheboi,BARINGO,798,MARIGAT,KENYA AFRICAN NATIONAL UNION,Male
KIBOWEN ROGERS KIPKORIR,BARINGO,795,TENGES,THE LABOUR PARTY OF KENYA,Male
KIGEN HENRY KIPKURUI,BARINGO,795,TENGES,INDEPENDENT,Male
KIMOSOP ELIJAH KIPRUTO,BARINGO,790,SAIMO KIPSARAMAN,INDEPENDENT,Male
KIMOSOP NICHOLAS KIPRUTO,BARINGO,800,MOCHONGOI,JUBILEE PARTY,Male
KIMUGON DAVID KIPRONO,BARINGO,804,KISANANA,MAENDELEO CHAP CHAP PARTY,Male
KIMUNYAN KIMOSOP MEJA,BARINGO,801,MUKUTANI,JUBILEE PARTY,Male
KINYERU DANNY GATIMU,BARINGO,808,MUMBERES MAJI MAZURI,DEMOCRATIC PARTY OF KENYA,Male
KIPCHEW JOEL CHESANG,BARINGO,789,KABARTONJO,JUBILEE PARTY,Male
KIPKEMEI DAVID KIPKEMBOI,BARINGO,807,RAVINE,INDEPENDENT,Male
KIPKORIR GLADYS JERUTO,BARINGO,810,KOIBATEK,KENYA AFRICAN NATIONAL UNION,Female
KIPKULEI FREDRICK ROKTOK,BARINGO,792,BARTABWA,MAENDELEO CHAP CHAP PARTY,Male
KIPKULEI KEVIN JOSHUA,BARINGO,798,MARIGAT,MAENDELEO CHAP CHAP PARTY,Male
KIPKUTO ZACHARIAH,BARINGO,794,SACHO,PARTY FOR DEVELOPMENT AND REFORM,Male
KIPKWE JOHN KIPRONO,BARINGO,802,MOGOTIO,THE NATIONAL VISION PARTY,Male
KIPLALON HARON CHEPLENGIN,BARINGO,792,BARTABWA,INDEPENDENT,Male
KIPROP JOSHUA CHEBII,BARINGO,797,KAPROPITA,ORANGE DEMOCRATIC MOVEMENT,Male
KIPSANG ROBERT KIPLAGAT,BARINGO,810,KOIBATEK,INDEPENDENT,Male
KIPTALAM GILBERT CHEPYEGON K,BARINGO,788,BARWESSA,KENYA AFRICAN NATIONAL UNION,Male
KIPTILIT FRANCIS KURA,BARINGO,800,MOCHONGOI,INDEPENDENT,Male
KIPTOO JENIFFER KABON,BARINGO,797,KAPROPITA,JUBILEE PARTY,Female
KIPTOON ERIC CHEPKWONY,BARINGO,800,MOCHONGOI,KENYA AFRICAN NATIONAL UNION,Male
KIPTUI DAVID KIPCHIRCHIR,BARINGO,794,SACHO,PARTY OF DEMOCRATIC UNITY,Male
KIPTUI STANLEY CHEBOI,BARINGO,793,KABARNET,INDEPENDENT,Male
KIPYAKWAI REUBEN TOROITICH,BARINGO,797,KAPROPITA,THE NATIONAL VISION PARTY,Male
KIPYOS MATHEW KIBET,BARINGO,797,KAPROPITA,INDEPENDENT,Male
KIROR VINCENT C,BARINGO,790,SAIMO KIPSARAMAN,PARTY FOR DEVELOPMENT AND REFORM,Male
KIRUI CORNELIUS CHERUIYOT,BARINGO,808,MUMBERES MAJI MAZURI,JUBILEE PARTY,Male
KITILIT RICHARD CHERUTICH,BARINGO,796,EWALEL CHAPCHAP,MAENDELEO CHAP CHAP PARTY,Male
KIYENG DOMINIC KIBIWOTT,BARINGO,795,TENGES,THE NATIONAL VISION PARTY,Male
KOECH BENJAMI,BARINGO,805,LEMBUS,JUBILEE PARTY,Male
KOIMA ERIC CHEROP,BARINGO,804,KISANANA,INDEPENDENT,Male
KOKWEE ZACHARY KIPROTICH,BARINGO,795,TENGES,PARTY FOR DEVELOPMENT AND REFORM,Male
KOMEN HARON KIMOSOP,BARINGO,793,KABARNET,INDEPENDENT,Male
KOMEN MARK KIBET,BARINGO,795,TENGES,INDEPENDENT,Male
KOMOLKOL JOSEPH KAMKAN,BARINGO,781,TIRIOKO,JUBILEE PARTY,Male
KORIR DICKSON KEBUT,BARINGO,795,TENGES,MAENDELEO CHAP CHAP PARTY,Male
KOSKE CHARLES K A CHOBOOT,BARINGO,802,MOGOTIO,JUBILEE PARTY,Male
KURIA SOLOMON KARIUKI,BARINGO,808,MUMBERES MAJI MAZURI,INDEPENDENT,Male
KWONYIKE SILAS BARCHENG'U,BARINGO,788,BARWESSA,PARTY FOR DEVELOPMENT AND REFORM,Male
LABATT CHRISTOPHER KIGEN,BARINGO,788,BARWESSA,INDEPENDENT,Male
LAGAT JOHN TARUS,BARINGO,794,SACHO,JUBILEE PARTY,Male
LAGAT PETER KIPKIRUOK,BARINGO,802,MOGOTIO,INDEPENDENT,Male
LANG'AT JOSPHAT,BARINGO,788,BARWESSA,INDEPENDENT,Male
LECHEMAKANY DAVID LEINOI,BARINGO,801,MUKUTANI,KENYA AFRICAN NATIONAL UNION,Male
LEKAE SAMUEL,BARINGO,799,ILCHAMUS,KENYA AFRICAN NATIONAL UNION,Male
LEKAKIMON WESLEY LEMWELI,BARINGO,799,ILCHAMUS,ORANGE DEMOCRATIC MOVEMENT,Male
LEMLEM NIXON,BARINGO,798,MARIGAT,JUBILEE PARTY,Male
LINGANYANG EUNICE JEMTAI,BARINGO,787,CHURO AMAYA,PARTY FOR DEVELOPMENT AND REFORM,Female
LOKOROMOI PETER DIDI,BARINGO,785,LOIYAMOROCK,INDEPENDENT,Male
LOMUTONGOLE JOSHUA YATTA,BARINGO,781,TIRIOKO,MAENDELEO CHAP CHAP PARTY,Male
LORANGI BERNICE CHEPKEMOI,BARINGO,785,LOIYAMOROCK,JUBILEE PARTY,Female
LOSILE CHEPORIOT MARIA,BARINGO,785,LOIYAMOROCK,KENYA AFRICAN NATIONAL UNION,Female
LOTODO JOSEPH DALLDOSSO,BARINGO,783,RIBKWO,PARTY FOR DEVELOPMENT AND REFORM,Male
LOWEI JOSEPH,BARINGO,802,MOGOTIO,CHAMA CHA MASHINANI,Male
MAKAL LOLUKA SOLOMON,BARINGO,782,KOLOWA,KENYA AFRICAN NATIONAL UNION,Male
MAKLAP STEPHEN,BARINGO,781,TIRIOKO,PARTY FOR DEVELOPMENT AND REFORM,Male
MENGICH VICTOR POGHISIO,BARINGO,782,KOLOWA,PARTY FOR DEVELOPMENT AND REFORM,Male
MERUS SAGANA,BARINGO,799,ILCHAMUS,MAENDELEO CHAP CHAP PARTY,Male
MITEI WILSON K CHUMBA,BARINGO,802,MOGOTIO,KENYA AFRICAN NATIONAL UNION,Male
MUNGE KIBIWOTT,BARINGO,809,LEMBUS PERKERRA,INDEPENDENT,Male
MUSA LOCHEKERUK,BARINGO,783,RIBKWO,MAENDELEO CHAP CHAP PARTY,Male
MWANGI EVANS MACHARIA,BARINGO,808,MUMBERES MAJI MAZURI,MAENDELEO CHAP CHAP PARTY,Male
NAKOL CLARRISON DEBA,BARINGO,783,RIBKWO,INDEPENDENT,Male
NAMEYAN HARIZON KIPTALAM,BARINGO,782,KOLOWA,JUBILEE PARTY,Male
NDARAWIT STEPHEN,BARINGO,800,MOCHONGOI,MAENDELEO CHAP CHAP PARTY,Male
NDEGWA DAVID MURIITHI,BARINGO,808,MUMBERES MAJI MAZURI,INDEPENDENT,Male
NELSON LOTELA JACKVAN,BARINGO,784,SILALE,KENYA AFRICAN NATIONAL UNION,Male
NGETICH JEROP,BARINGO,809,LEMBUS PERKERRA,KENYA AFRICAN NATIONAL UNION,Female
NGONGE DAVID MESSION,BARINGO,786,TANGULBEI KOROSSI,JUBILEE PARTY,Male
NGOTIE JULIUS KIMUTAI,BARINGO,807,RAVINE,JUBILEE PARTY,Male
OLEPARSALAACH JOSEPH RANGESI,BARINGO,799,ILCHAMUS,JUBILEE PARTY,Male
PARKEI RENSON KIOLE,BARINGO,801,MUKUTANI,ORANGE DEMOCRATIC MOVEMENT,Male
PEMBEE PETER KIWIAL,BARINGO,787,CHURO AMAYA,JUBILEE PARTY,Male
RONO RICHARD BARWECHO,BARINGO,788,BARWESSA,JUBILEE PARTY,Male
ROTICH DANIEL KIPCHUMBA,BARINGO,807,RAVINE,KENYA AFRICAN NATIONAL UNION,Male
ROTICH HARON KIPKOSGEI,BARINGO,805,LEMBUS,KENYA AFRICAN NATIONAL UNION,Male
ROTICH SHADRACK CHEBET,BARINGO,788,BARWESSA,INDEPENDENT,Male
RUTTO GIDEON KIPROP,BARINGO,790,SAIMO KIPSARAMAN,THE NATIONAL VISION PARTY,Male
RUTTO RICHARD KIPKOECH,BARINGO,794,SACHO,ORANGE DEMOCRATIC MOVEMENT,Male
RUTTO STELLA JEPKOECH,BARINGO,797,KAPROPITA,KENYA AFRICAN NATIONAL UNION,Female
RUTTO SYMON KIPTARUS,BARINGO,793,KABARNET,INDEPENDENT,Male
SAM LOURIEN LIMO,BARINGO,781,TIRIOKO,KENYA AFRICAN NATIONAL UNION,Male
SAMBU KIPLAGAT,BARINGO,805,LEMBUS,INDEPENDENT,Male
SARAMEI DANIEL KIPKORIR,BARINGO,808,MUMBERES MAJI MAZURI,KENYA AFRICAN NATIONAL UNION,Male
SEREM PAUL KIPKORIR,BARINGO,809,LEMBUS PERKERRA,JUBILEE PARTY,Male
SHADRACK AKENO MAILUK,BARINGO,786,TANGULBEI KOROSSI,KENYA AFRICAN NATIONAL UNION,Male
SIALO KIMIRING MARK,BARINGO,802,MOGOTIO,INDEPENDENT,Male
SIRMA KIMUTAI JUSTINE,BARINGO,791,SAIMO SOI,INDEPENDENT,Male
SUMUKWO VICTOR,BARINGO,792,BARTABWA,KENYA AFRICAN NATIONAL UNION,Male
SUTER FRANCIS KIMUGE,BARINGO,789,KABARTONJO,INDEPENDENT,Male
TALLAM LAWI KIPCHUMBA,BARINGO,806,LEMBUS KWEN,JUBILEE PARTY,Male
TARUS ERNEST KIBET,BARINGO,793,KABARNET,INDEPENDENT,Male
TARUS WILLY KIPROP,BARINGO,793,KABARNET,INDEPENDENT,Male
TEGUT SAMMY CHEBON,BARINGO,796,EWALEL CHAPCHAP,KENYA AFRICAN NATIONAL UNION,Male
TOCHIM SYLAS KIPKOSGEI,BARINGO,795,TENGES,JUBILEE PARTY,Male
TOROITICH ELIJAH KIBIWOTT,BARINGO,802,MOGOTIO,INDEPENDENT,Male
TOROITICH GIDEON KIPTARUS,BARINGO,790,SAIMO KIPSARAMAN,KENYA AFRICAN NATIONAL UNION,Male
TOROITICH LAWRENCE KIBII,BARINGO,801,MUKUTANI,MAENDELEO CHAP CHAP PARTY,Male
TUBEI JACOB RONOH,BARINGO,809,LEMBUS PERKERRA,INDEPENDENT,Male
TUITOEK EDWIN KOGEI,BARINGO,804,KISANANA,KENYA AFRICAN NATIONAL UNION,Male
VICTOR CHOCHOI PKEMEI,BARINGO,785,LOIYAMOROCK,PARTY OF NATIONAL UNITY,Male
YATOR TIMOTHY CHEPSONGOL,BARINGO,789,KABARTONJO,ORANGE DEMOCRATIC MOVEMENT,Male
ALFRED LANGAT KIPKIRUI ',BOMET,983,SINGORWET,JUBILEE PARTY,Male
ALICE CHESANGI,BOMET,980,CHEMANER,JUBILEE PARTY,Female
BETT ROBERT KIPNGENO,BOMET,989,BOITO,CHAMA CHA MASHINANI,Male
BETT WESLEY KIPKOECH,BOMET,971,KONG'ASIS,JUBILEE PARTY,Male
BOR ELIJAH KIPROTICH,BOMET,975,SIONGIROI,INDEPENDENT,Male
BUSIENEI DENNIS KIPROTICH,BOMET,967,CHEMAGEL,CHAMA CHA MASHINANI,Male
CHANGMORIK KIPNGETICH STEPHEN KOECH,BOMET,978,LONGISA,CHAMA CHA MASHINANI,Male
CHELUGET NOAH,BOMET,976,MERIGI,THE NATIONAL VISION PARTY,Male
CHEPKIRUI AURELIA,BOMET,980,CHEMANER,CHAMA CHA MASHINANI,Female
CHEPKWONY CHERUIYOT JUSTUS,BOMET,986,CHEPCHABAS,CHAMA CHA MASHINANI,Male
CHEPKWONY JOHN KIPRONOH,BOMET,974,CHEBUNYO,CHAMA CHA MASHINANI,Male
CHEPKWONY JOSEAH KIPRONO,BOMET,974,CHEBUNYO,JUBILEE PARTY,Male
CHEPKWONY KIPKOECH EDWARD,BOMET,986,CHEPCHABAS,INDEPENDENT,Male
CHERUIYOT BENARD KIPKORIR,BOMET,977,KEMBU,KENYA AFRICAN NATIONAL UNION,Male
CHERUIYOT KIPROTICH RENNY,BOMET,969,KAPLETUNDO,INDEPENDENT,Male
CHERUIYOT SHADRACK,BOMET,966,NDANAI ABOSI,CHAMA CHA MASHINANI,Male
CHIRCHIR RICHARD KIPLANGAT,BOMET,969,KAPLETUNDO,JUBILEE PARTY,Male
CHUMO FLORENCE CHEPWOGEN,BOMET,987,KIMULOT,CHAMA CHA MASHINANI,Male
CLARA CHEROTICH,BOMET,987,KIMULOT,JUBILEE PARTY,Female
EDWIN Kipkemoi Korir,BOMET,967,CHEMAGEL,KENYA AFRICAN NATIONAL UNION,Male
ENOCK CHERUIYOT NGENO,BOMET,982,NDARAWETA,CHAMA CHA MASHINANI,Male
ENOCK KIPKIRUI BII,BOMET,969,KAPLETUNDO,INDEPENDENT,Male
ERASTON RUTOH,BOMET,983,SINGORWET,THE NATIONAL VISION PARTY,Male
ERICK KOSKEI KIMUTAI,BOMET,969,KAPLETUNDO,INDEPENDENT,Male
ERNEST RONO KIBET,BOMET,966,NDANAI ABOSI,MAENDELEO CHAP CHAP PARTY,Male
GILBERT CHERUIYOT,BOMET,973,SIGOR,KENYA AFRICAN NATIONAL UNION,Male
HARON KIPLANGAT KOECH,BOMET,979,KIPRERES,INDEPENDENT,Male
HILLARY KIRUI,BOMET,970,RONGENA MANARET,KENYA AFRICAN NATIONAL UNION,Male
JULIUS ROTICH KIPNGENO,BOMET,973,SIGOR,JUBILEE PARTY,Male
KALYA JOHN KIPROTICH,BOMET,984,CHESOEN,CHAMA CHA MASHINANI,Male
KELLONG JOSEPH KIBET,BOMET,977,KEMBU,JUBILEE PARTY,Male
KETER SAMWEL A KIPROP,BOMET,970,RONGENA MANARET,JUBILEE PARTY,Male
KILEL KIPLANGAT JOHN,BOMET,985,MUTARAKWA,INDEPENDENT,Male
KILEL ZADOCK KIBET,BOMET,976,MERIGI,JUBILEE PARTY,Male
KIMUTAI KIRUI WESLEY,BOMET,979,KIPRERES,KENYA AFRICAN NATIONAL UNION,Male
KIPKIRUI DAVIS,BOMET,978,LONGISA,JUBILEE PARTY,Male
KIPLANGAT KIRUI JOSPHAT,BOMET,982,NDARAWETA,JUBILEE PARTY,Male
KIPNGENOH KENNETH,BOMET,990,EMBOMOS,INDEPENDENT,Male
KIPNGETICH BARCHOK,BOMET,984,CHESOEN,JUBILEE PARTY,Male
KIPRONO MUTAI NAHASHION,BOMET,977,KEMBU,CHAMA CHA MASHINANI,Male
KIPROTICH LANGAT,BOMET,972,NYANGORES,JUBILEE PARTY,Male
KIPTANUI JOSEPH CHEPKWONY,BOMET,973,SIGOR,INDEPENDENT,Male
KIRUI HARON,BOMET,981,SILIBWET TOWNSHIP,JUBILEE PARTY,Male
KIRUI HUMPHREY KIPRONO,BOMET,981,SILIBWET TOWNSHIP,CHAMA CHA MASHINANI,Male
KIRUI LEONARD,BOMET,975,SIONGIROI,JUBILEE PARTY,Male
KIRUI MARTIN KIPKEMOI,BOMET,989,BOITO,INDEPENDENT,Male
KIRUI PAUL KIPYEGON,BOMET,966,NDANAI ABOSI,INDEPENDENT,Male
KIRUI WELDON CHERUIYOT,BOMET,968,KIPSONOI,JUBILEE PARTY,Male
KIRUI WESLEY K,BOMET,976,MERIGI,CHAMA CHA MASHINANI,Male
KOECH AMBROSE KIPKEMOI,BOMET,988,MOGOGOSIEK,JUBILEE PARTY,Male
KOECH JOSPHAT KIPLANGAT,BOMET,988,MOGOGOSIEK,THE NATIONAL VISION PARTY,Male
KOECH KIPSANG,BOMET,975,SIONGIROI,MAENDELEO CHAP CHAP PARTY,Male
KORIR BENARD KIPROTICH,BOMET,976,MERIGI,MAENDELEO CHAP CHAP PARTY,Male
KORIR MICHAEL KIPLANGAT,BOMET,984,CHESOEN,KENYA AFRICAN NATIONAL UNION,Male
KORIR PHILIP KIPLANGAT,BOMET,979,KIPRERES,JUBILEE PARTY,Male
KORIR SELLINA CHEPNGENO,BOMET,966,NDANAI ABOSI,KENYA AFRICAN NATIONAL UNION,Female
KOSKE AUGUSTINE,BOMET,967,CHEMAGEL,JUBILEE PARTY,Male
LANGAT ALFRED KIPKIRUI,BOMET,978,LONGISA,INDEPENDENT,Male
LANGAT CHARLES KIPKORIR,BOMET,974,CHEBUNYO,MAENDELEO CHAP CHAP PARTY,Male
LANGAT CHARLES KIPYEGON,BOMET,989,BOITO,JUBILEE PARTY,Male
LANGAT CHERUIYOT,BOMET,976,MERIGI,INDEPENDENT,Male
LANGAT CYRUS KIPKORIR,BOMET,975,SIONGIROI,KENYA AFRICAN NATIONAL UNION,Male
LANGAT DAVID KIBET,BOMET,968,KIPSONOI,KENYA AFRICAN NATIONAL UNION,Male
LANGAT KIPRONO ROBERT,BOMET,985,MUTARAKWA,CHAMA CHA MASHINANI,Male
LANGAT KIPROTICH NICHOLAS,BOMET,967,CHEMAGEL,INDEPENDENT,Male
LANGAT MATHIAS KIPKORIR,BOMET,968,KIPSONOI,CHAMA CHA MASHINANI,Male
LANGAT PHILIMON KIPSANG,BOMET,990,EMBOMOS,KENYA AFRICAN NATIONAL UNION,Male
LANGAT VINCENT,BOMET,968,KIPSONOI,INDEPENDENT,Male
LEAH CHEPKOECH,BOMET,985,MUTARAKWA,JUBILEE PARTY,Female
LEONARD RONO KIPKORIR,BOMET,980,CHEMANER,KENYA AFRICAN NATIONAL UNION,Male
MARITIM ANDREW,BOMET,972,NYANGORES,CHAMA CHA MASHINANI,Male
MARITIM DAVID KIPRONO,BOMET,966,NDANAI ABOSI,JUBILEE PARTY,Male
MOSONIK WILLIAM CHERUIYOT,BOMET,988,MOGOGOSIEK,CHAMA CHA MASHINANI,Male
MUTAI ALFRED KIPKOECH,BOMET,979,KIPRERES,MAENDELEO CHAP CHAP PARTY,Male
MUTAI KIPRONO ABRAHAM,BOMET,978,LONGISA,INDEPENDENT,Male
NATHAN KIBET,BOMET,969,KAPLETUNDO,INDEPENDENT,Male
NGENO DAVID KIPKEMOI,BOMET,989,BOITO,INDEPENDENT,Male
NGOK AURELIA CHEBET,BOMET,969,KAPLETUNDO,CHAMA CHA MASHINANI,Female
NYANG'AU STEPHEN ONCHOKA,BOMET,986,CHEPCHABAS,MAENDELEO CHAP CHAP PARTY,Male
ROB KIPKEMOI GILBERT,BOMET,979,KIPRERES,THE NATIONAL VISION PARTY,Male
RONALD ROB KIPRONO,BOMET,973,SIGOR,THE NATIONAL VISION PARTY,Male
RONO JOSEPH CHERUIYOT,BOMET,971,KONG'ASIS,CHAMA CHA MASHINANI,Male
RONO WESLEY CHERUIYOT,BOMET,983,SINGORWET,CHAMA CHA MASHINANI,Male
RONOH ROBERT KIPNGENO,BOMET,973,SIGOR,CHAMA CHA MASHINANI,Male
ROSALINE CHEPTOO,BOMET,970,RONGENA MANARET,CHAMA CHA MASHINANI,Female
ROTICH JOSPHINE CHEPKOECH,BOMET,987,KIMULOT,INDEPENDENT,Female
ROTICH KIPLANGAT,BOMET,974,CHEBUNYO,KENYA AFRICAN NATIONAL UNION,Male
ROTICH WESLEY,BOMET,988,MOGOGOSIEK,INDEPENDENT,Male
RUGUT ALFRED,BOMET,973,SIGOR,INDEPENDENT,Male
SANG MARGARET CHEPKOECH KIPRONO,BOMET,990,EMBOMOS,CHAMA CHA MASHINANI,Male
SERBAI ROBERT KIPLANGAT,BOMET,990,EMBOMOS,JUBILEE PARTY,Male
SIGEI RICHARD CHERUIYOT,BOMET,975,SIONGIROI,CHAMA CHA MASHINANI,Male
SIMION SOI KIPKIRUI,BOMET,979,KIPRERES,CHAMA CHA MASHINANI,Male
SOY EZEKIEL KIPKEMOI,BOMET,985,MUTARAKWA,MAENDELEO CHAP CHAP PARTY,Male
TONUI JULIUS CHERUIYOT,BOMET,985,MUTARAKWA,THE NATIONAL VISION PARTY,Male
TONUI RICHARD KIPLANGAT,BOMET,986,CHEPCHABAS,KENYA AFRICAN NATIONAL UNION,Male
WESLEY KIPROTICH,BOMET,986,CHEPCHABAS,JUBILEE PARTY,Male
AKAPETI ERICK KEYARI,BUNGOMA,1112,KIMILILI,PEOPLES EMPOWERMENT PARTY,Male
ALPHANOS BRAMWEL SHIKOKOTI,BUNGOMA,1116,NAITIRI KABUYEFWE,MOVEMENT FOR DEMOCRACY AND GROWTH,Male
AMBANI SOLOMON CHUNGULI,BUNGOMA,1119,TONGAREN,PROGRESSIVE PARTY OF KENYA,Male
AMUNAVI ELVIS ABUKA,BUNGOMA,1117,MILIMA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
ANDREW WEKESA SIMIYU,BUNGOMA,1106,MARAKA,JUBILEE PARTY,Male
ANTONY MAFURA,BUNGOMA,1095,SIBOTI,AGANO PARTY,Male
AREBA JARED ACHIMBA,BUNGOMA,1109,MATULO,ORANGE DEMOCRATIC MOVEMENT,Male
BARASA BENJAMIN NAMUSOLE,BUNGOMA,1083,MALAKISI SOUTH KULISIRU,INDEPENDENT,Male
BARASA CHRISOSTIM WEKESA,BUNGOMA,1089,SOUTH BUKUSU,INDEPENDENT,Male
BARASA CONRALD SIMIYU,BUNGOMA,1107,MISIKHU,FEDERAL PARTY OF KENYA,Male
BARASA DAVID MABONGA,BUNGOMA,1112,KIMILILI,INDEPENDENT,Male
BARASA EDWARD SIMIYU,BUNGOMA,1100,MUSIKOMA,ORANGE DEMOCRATIC MOVEMENT,Male
BARASA JOHNSON,BUNGOMA,1107,MISIKHU,AMANI NATIONAL CONGRESS,Male
BARASA JOSEPH KHAEMBA,BUNGOMA,1094,WEST BUKUSU,INDEPENDENT,Male
BARASA JULIUS WAFULA,BUNGOMA,1096,BUKEMBE WEST,JUBILEE PARTY,Male
BARASA KISAKA,BUNGOMA,1101,EAST SANG'ALO,PEOPLES EMPOWERMENT PARTY,Male
