name,county,ward_code,ward_name,political_party,gender
OPONDO GEOFFREY DAN,NAIROBI CITY,1385,NYAYO HIGHRISE,AMANI NATIONAL CONGRESS,Male
ORIOKI JOHN PATRICK,NAIROBI CITY,1417,KAYOLE CENTRAL,ORANGE DEMOCRATIC MOVEMENT,Male
ORWASA JOEL,NAIROBI CITY,1406,IMARA DAIMA,INDEPENDENT,Male
OSAKA BONFACE,NAIROBI CITY,1371,KILIMANI,UNITED DEMOCRATIC PARTY,Male
OSAO HEZRON ONGADI,NAIROBI CITY,1366,KITISURU,INDEPENDENT,Male
OSMAN MOHAMMED RASHID,NAIROBI CITY,1441,PANGANI,KENYA AFRICAN NATIONAL UNION,Male
OSUMBA DANIEL OTIENO,NAIROBI CITY,1436,EASTLEIGH SOUTH,INDEPENDENT,Male
OTIATO VINCENT MUTENDEYI,NAIROBI CITY,1366,KITISURU,MAENDELEO CHAP CHAP PARTY,Male
OTIENO DANIEL ODHIAMBO,NAIROBI CITY,1436,EASTLEIGH SOUTH,INDEPENDENT,Male
OTIENO ERIC OCHIENG,NAIROBI CITY,1398,KASARANI,ORANGE DEMOCRATIC MOVEMENT,Male
OTIENO FREDRICK OMONDI,NAIROBI CITY,1404,LUCKY SUMMER,ORANGE DEMOCRATIC MOVEMENT,Male
OTIENO GEORGE KOLA,NAIROBI CITY,1383,MUGUMU-INI,INDEPENDENT,Male
OTIENO MAURICE GARI,NAIROBI CITY,1382,NAIROBI WEST,ORANGE DEMOCRATIC MOVEMENT,Male
OTIENO MICHAEL ODONGO,NAIROBI CITY,1427,UMOJA II,INDEPENDENT,Male
OTIENO PAULO ODEK,NAIROBI CITY,1381,KAREN,INDEPENDENT,Male
OTIENO WANDERE JOSEPH,NAIROBI CITY,1427,UMOJA II,UNITED DEMOCRATIC PARTY,Male
OTISO SAMUEL ANDEREA,NAIROBI CITY,1383,MUGUMU-INI,INDEPENDENT,Male
OTOLO PHILIP YOSI,NAIROBI CITY,1444,NAIROBI SOUTH,INDEPENDENT,Male
OTOTO ASPHENUS ONYANCHA,NAIROBI CITY,1401,BABA DOGO,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
OTWABE ANDREW NYANDIKA,NAIROBI CITY,1406,IMARA DAIMA,MAENDELEO CHAP CHAP PARTY,Male
OUKO JAMES LAWRENCE OWINO,NAIROBI CITY,1441,PANGANI,ORANGE DEMOCRATIC MOVEMENT,Male
OUMA JOSEPH OCHIENG,NAIROBI CITY,1434,PUMWANI,FEDERAL PARTY OF KENYA,Male
OUMA NICHOLAS OKUMU,NAIROBI CITY,1422,LOWER SAVANNAH,ORANGE DEMOCRATIC MOVEMENT,Male
OUMA PAUL BWIRE,NAIROBI CITY,1426,UMOJA I,PARTY OF NATIONAL UNITY,Male
OUNDO BERNARD LUCKY,NAIROBI CITY,1408,KWA REUBEN,AMANI NATIONAL CONGRESS,Male
OVINDA PASCAL ORWAYA SINDANI,NAIROBI CITY,1434,PUMWANI,AMANI NATIONAL CONGRESS,Male
OWAGAH ERICK OTIENO,NAIROBI CITY,1428,MOWLEM,ORANGE DEMOCRATIC MOVEMENT,Male
OWINO JOSEPH NYAMONGO,NAIROBI CITY,1403,MATHARE NORTH,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
OWINO JULIUS ONDIJO,NAIROBI CITY,1423,EMBAKASI,INDEPENDENT,Male
OWISO NICHOLAS MIGOWE,NAIROBI CITY,1427,UMOJA II,INDEPENDENT,Male
OWITI SAMSON OPIYO,NAIROBI CITY,1426,UMOJA I,ORANGE DEMOCRATIC MOVEMENT,Male
OWUOR ZACHARIA JOEL,NAIROBI CITY,1419,KOMAROCK,INDEPENDENT,Male
OYUGI KENNEDY ODHIAMBO,NAIROBI CITY,1385,NYAYO HIGHRISE,ORANGE DEMOCRATIC MOVEMENT,Male
PALAPALA ALVIN OLANDO,NAIROBI CITY,1366,KITISURU,ORANGE DEMOCRATIC MOVEMENT,Male
PATEL HIRJI RAMJI,NAIROBI CITY,1367,PARKLANDS HIGHRIDGE,KENYA AFRICAN NATIONAL UNION,Male
PETER BICHANGA MANDELA,NAIROBI CITY,1390,SARANGOMBE,NATIONAL AGENDA PARTY OF KENYA,Male
RIARO JOHN DENIS,NAIROBI CITY,1438,CALIFORNIA,INDEPENDENT,Male
RIBURU LAWRENCE KIMATHI,NAIROBI CITY,1435,EASTLEIGH NORTH,UNITED DEMOCRATIC MOVEMENT,Male
ROGERS MALUMBE KEVIN,NAIROBI CITY,1382,NAIROBI WEST,KENYA AFRICAN NATIONAL UNION,Male
RONO SAMSON KIBET,NAIROBI CITY,1381,KAREN,KENYA AFRICAN NATIONAL UNION,Male
RUGAKA ELIJAH ODINGA,NAIROBI CITY,1370,MOUNTAIN VIEW,INDEPENDENT,Male
SAGWE DAVID ONYANCHA,NAIROBI CITY,1441,PANGANI,INDEPENDENT,Male
SAMUEL RAGIRA MOGAKA,NAIROBI CITY,1371,KILIMANI,INDEPENDENT,Male
SANG ELIZABETH,NAIROBI CITY,1383,MUGUMU-INI,THE LABOUR PARTY OF KENYA,Female
SARONGE THOMAS ODHIAMBO,NAIROBI CITY,1370,MOUNTAIN VIEW,CHAMA CHA MASHINANI,Male
SEGERO EDGAR LITUNDA,NAIROBI CITY,1375,KABIRO,AMANI NATIONAL CONGRESS,Male
SHAKABA PATRICK WAFULA,NAIROBI CITY,1418,KAYOLE SOUTH,INDEPENDENT,Male
SHAMSHUDIN SHAFFIQUE OTIENO,NAIROBI CITY,1437,AIRBASE,INDEPENDENT,Male
SHAMWATA JOSEPH ONGAYA,NAIROBI CITY,1387,LINDI,INDEPENDENT,Male
SHILAHO PAUL SHEM,NAIROBI CITY,1369,KANGEMI,ORANGE DEMOCRATIC MOVEMENT,Male
SHISIA VINCENT MUREBE,NAIROBI CITY,1447,HURUMA,AMANI NATIONAL CONGRESS,Male
SILA PASCHAL MULINGE,NAIROBI CITY,1401,BABA DOGO,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
SIMIYU DONALD MUTORO,NAIROBI CITY,1404,LUCKY SUMMER,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
SIMIYU HARON WAMALWA,NAIROBI CITY,1373,GATINA,INDEPENDENT,Male
SIMIYU SARAH,NAIROBI CITY,1384,SOUTH C,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Female
SONGOI GEOFREY MAKONGO,NAIROBI CITY,1418,KAYOLE SOUTH,UNITED DEMOCRATIC PARTY,Male
SOSI NEWUT OMWENGA,NAIROBI CITY,1378,RIRUTA,KENYA AFRICAN NATIONAL UNION,Male
STEPHEN MWITHALII MUTHOMI,NAIROBI CITY,1439,NAIROBI CENTRAL,AGANO PARTY,Male
SUMBA HEZRON WANYAMA MADIABA,NAIROBI CITY,1375,KABIRO,INDEPENDENT,Male
SUSAN JOHN WAMBIRI,NAIROBI CITY,1379,UTHIRU RUTHIMITU,MAENDELEO CHAP CHAP PARTY,Male
TALIA VINCENT SHIHEMWA,NAIROBI CITY,1368,KARURA,INDEPENDENT,Male
TAMOGEI CHERUIYOT KEMEI,NAIROBI CITY,1381,KAREN,INDEPENDENT,Male
TECHTUK STANLEY KIPKOECH,NAIROBI CITY,1382,NAIROBI WEST,SAFINA,Male
THEMENDU JEREMIAH KARANI,NAIROBI CITY,1417,KAYOLE CENTRAL,JUBILEE PARTY,Male
THOMAS JOHNBOSCO KIOKO,NAIROBI CITY,1410,KWARE,INDEPENDENT,Male
THOMAS OBINGA OTIENDE,NAIROBI CITY,1399,NJIRU,AMANI NATIONAL CONGRESS,Male
THUO JESEE GITAU,NAIROBI CITY,1367,PARKLANDS HIGHRIDGE,MAENDELEO CHAP CHAP PARTY,Male
TULESI PAUL WATITWA,NAIROBI CITY,1416,KAYOLE NORTH,UNITED DEMOCRATIC PARTY,Male
VARSANI VINESH MEGHJI,NAIROBI CITY,1367,PARKLANDS HIGHRIDGE,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
VULIGWA DUNCAN AVISA,NAIROBI CITY,1434,PUMWANI,ORANGE DEMOCRATIC MOVEMENT,Male
WABULULU ERICK WAFULA,NAIROBI CITY,1420,MATOPENI SPRING VALLEY,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WACHIRA PATRICK KINYUA,NAIROBI CITY,1393,ZIMMERMAN,MAENDELEO CHAP CHAP PARTY,Male
WACHIURI NELSON KINYUA,NAIROBI CITY,1430,MARINGO HAMZA,INDEPENDENT,Male
WACIRA MWAURA SAMORA,NAIROBI CITY,1396,CLAY CITY,JUBILEE PARTY,Male
WAFULA DALMAS OJIAMBO,NAIROBI CITY,1375,KABIRO,INDEPENDENT,Male
WAFULA IGNATIUS HARENDI'S,NAIROBI CITY,1385,NYAYO HIGHRISE,INDEPENDENT,Male
WAGITHI KELVIN GICHUKI,NAIROBI CITY,1418,KAYOLE SOUTH,JUBILEE PARTY,Male
WAHOME GEOFFREY GICHOHI,NAIROBI CITY,1430,MARINGO HAMZA,PARTY OF NATIONAL UNITY,Male
WAIGURU SULEIMAN TOMNO,NAIROBI CITY,1433,MAKONGENI,INDEPENDENT,Male
WAIHARO ATANAS NJOROGE,NAIROBI CITY,1377,NGANDO,INDEPENDENT,Male
WAINAINA JOHN NGARI,NAIROBI CITY,1368,KARURA,INDEPENDENT,Male
WAIRIMU KENNEDY MWANGI,NAIROBI CITY,1444,NAIROBI SOUTH,PARTY OF NATIONAL UNITY,Male
WAIRIMU LUCY,NAIROBI CITY,1433,MAKONGENI,PEOPLES TRUST PARTY,Female
WAITHAKA JOSEPH KANGARI,NAIROBI CITY,1376,MUTU-INI,INDEPENDENT,Male
WAITHIRA DEONYSIAS MWANGI,NAIROBI CITY,1391,GITHURAI,INDEPENDENT,Male
WAITHIRA ESTHER CHEGE,NAIROBI CITY,1444,NAIROBI SOUTH,JUBILEE PARTY,Female
WAITHIRA PETER KAMAU,NAIROBI CITY,1434,PUMWANI,INDEPENDENT,Male
WAKARIA MICHAEL MBURU,NAIROBI CITY,1391,GITHURAI,PARTY OF NATIONAL UNITY,Male
WAKARINDI CHARLES THUO,NAIROBI CITY,1414,DANDORA AREA III,JUBILEE PARTY,Male
WAKAVU JAMES THUO,NAIROBI CITY,1380,WAITHAKA,INDEPENDENT,Male
WALIUBA JANET,NAIROBI CITY,1408,KWA REUBEN,UNITED DEMOCRATIC PARTY,Female
WAMBOGO CHARLES MUCHANGI,NAIROBI CITY,1394,ROYSAMBU,MAENDELEO CHAP CHAP PARTY,Male
WAMBUA FREDERICK MUSAU,NAIROBI CITY,1426,UMOJA I,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
WAMBUA JIMMY MWANIKI,NAIROBI CITY,1385,NYAYO HIGHRISE,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
WAMBUA RUTH KATITHI,NAIROBI CITY,1427,UMOJA II,WIPER DEMOCRATIC MOVEMENT- KENYA,Female
WAMBUGU KIRAGU JOSEPH,NAIROBI CITY,1368,KARURA,JUBILEE PARTY,Male
WAMBUGU MIRIAM WACERA,NAIROBI CITY,1396,CLAY CITY,MAENDELEO CHAP CHAP PARTY,Female
WAMBUI ALEX MIRINGU,NAIROBI CITY,1378,RIRUTA,INDEPENDENT,Male
WAMBUI GEORGE KARANJA,NAIROBI CITY,1443,LANDIMAWE,INDEPENDENT,Male
WAMBUI JAMES MWANGI,NAIROBI CITY,1450,KIAMAIKO,JUBILEE PARTY,Male
WAMINJA JAMES KINUTHIA,NAIROBI CITY,1450,KIAMAIKO,INDEPENDENT,Male
WANDERA NIXON ONYANGO,NAIROBI CITY,1390,SARANGOMBE,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WANGARE AARON KANGARA,NAIROBI CITY,1431,VIWANDANI,MAENDELEO CHAP CHAP PARTY,Male
WANGARI ANGELA NJUGUNA,NAIROBI CITY,1381,KAREN,INDEPENDENT,Female
WANGECHI JOSEPH MWANGI,NAIROBI CITY,1415,DANDORA AREA IV,AGANO PARTY,Male
WANGUI BENSON MWANGI,NAIROBI CITY,1414,DANDORA AREA III,MAENDELEO CHAP CHAP PARTY,Male
WANJALA FRANCIS,NAIROBI CITY,1373,GATINA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WANJALA ISAAC KUDOYI,NAIROBI CITY,1383,MUGUMU-INI,UNITED DEMOCRATIC PARTY,Male
WANJIKU MICHAEL WAINAINA,NAIROBI CITY,1411,KARIOBANGI NORTH,INDEPENDENT,Male
WANJIRU DANIEL MUTHINGA,NAIROBI CITY,1395,KAHAWA,INDEPENDENT,Male
WANJIRU KENNEDY MAINA,NAIROBI CITY,1438,CALIFORNIA,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
WANYOIKE THOMAS WAMANJI,NAIROBI CITY,1392,KAHAWA WEST,INDEPENDENT,Male
WANYONYI VINCENT WAFULA,NAIROBI CITY,1422,LOWER SAVANNAH,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WARUGURU JACKSON KARIUKI,NAIROBI CITY,1449,MLANGO KUBWA,AGANO PARTY,Male
WARUINU SAMUEL MUIGAI,NAIROBI CITY,1393,ZIMMERMAN,INDEPENDENT,Male
WARUTERE JOSEPH MURAGURI,NAIROBI CITY,1372,KAWANGWARE,INDEPENDENT,Male
WARUTERE PETER MURIITHI,NAIROBI CITY,1394,ROYSAMBU,JUBILEE PARTY,Male
WASIKE EMANUEL SOITA,NAIROBI CITY,1410,KWARE,AMANI NATIONAL CONGRESS,Male
WASIKE JOHN OWITI,NAIROBI CITY,1420,MATOPENI SPRING VALLEY,UNITED DEMOCRATIC PARTY,Male
WASIKE PETER NYONGESA,NAIROBI CITY,1431,VIWANDANI,INDEPENDENT,Male
WAWERU DENNIS MWANGI,NAIROBI CITY,1394,ROYSAMBU,INDEPENDENT,Male
WAWERU JOHN NDONYE,NAIROBI CITY,1380,WAITHAKA,INDEPENDENT,Male
WEKESA CATHERINE NAKHUNGU,NAIROBI CITY,1419,KOMAROCK,AMANI NATIONAL CONGRESS,Female
WERU DANIEL GACHERU,NAIROBI CITY,1396,CLAY CITY,PARTY OF DEMOCRATIC UNITY,Male
WILLIAM LILIAN GATWIRI,NAIROBI CITY,1413,DANDORA AREA II,PARTY OF NATIONAL UNITY,Female
YAMBO JOEL MURIUKI ',NAIROBI CITY,1424,UTAWALA,INDEPENDENT,Male
ZEDEKIAH OMUKWEI MUTINYI,NAIROBI CITY,1405,KOROGOCHO,AMANI NATIONAL CONGRESS,Male
ABDALLA FATUMA NOOR,NAKURU,876,BIASHARA,ORANGE DEMOCRATIC MOVEMENT,Female
ACHIRO DENNIS SAM,NAKURU,862,VISOI,INDEPENDENT,Male
AKANGA NEWTON ESICHUPA,NAKURU,877,KIVUMBINI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
ALUKUTSA NETO SAKWA,NAKURU,877,KIVUMBINI,INDEPENDENT,Male
AMARA WILBUR ONYANGO,NAKURU,877,KIVUMBINI,ORANGE DEMOCRATIC MOVEMENT,Male
ANDERE NICODEMUS SITWAI,NAKURU,828,TURI,MAENDELEO CHAP CHAP PARTY,Male
AONDA ASBONE,NAKURU,841,OLKARIA,AMANI NATIONAL CONGRESS,Male
AONDA ELIUD BARASA,NAKURU,838,LAKE VIEW,ORANGE DEMOCRATIC MOVEMENT,Male
ASIRA LUCY GESARE,NAKURU,860,MENENGAI WEST,KENYA AFRICAN NATIONAL UNION,Female
AYABEI DOUGLAS KIPKURUI,NAKURU,826,MARIASHONI,JUBILEE PARTY,Male
AYIENDA DAVID NYAMWEYA,NAKURU,860,MENENGAI WEST,KENYA SOCIAL CONGRESS,
BARU MUNYAKA MUTHURA,NAKURU,857,SUBUKIA,INDEPENDENT,Male
BET BENJAMIN KIPKEMOI,NAKURU,870,BARUT,INDEPENDENT,Male
BET JOSEPH KIPKURUI,NAKURU,870,BARUT,JUBILEE PARTY,Male
BETT BAIGOI BUDSON,NAKURU,853,KIPTORORO,THE NATIONAL VISION PARTY,Male
BETT DANIEL KIPNGETICH ARAP,NAKURU,870,BARUT,CHAMA CHA MASHINANI,Male
BETT JOHN KIPKORIR,NAKURU,831,MAUCHE,INDEPENDENT,Male
Bett Joseph Kipkemoi,NAKURU,852,TINET,KENYA AFRICAN NATIONAL UNION,Male
BUSIENEI PETER KIPKURUI,NAKURU,852,TINET,INDEPENDENT,Male
BUSILI ALFAYO NDENYELE,NAKURU,870,BARUT,AMANI NATIONAL CONGRESS,Male
CHEGE JOHN GATHIRWA,NAKURU,847,MALEWA WEST,INDEPENDENT,Male
CHEGE JOHN KIHENJO,NAKURU,866,KABATINI,PARTY OF NATIONAL UNITY,Male
CHEGE MICHAEL MACHEMBU,NAKURU,865,DUNDORI,JUBILEE PARTY,Male
CHEGE STEPHEN NGETHE,NAKURU,839,MAI MAHIU,JUBILEE PARTY,Male
CHEPKOECH ROSE,NAKURU,851,KIPTAGICH,JUBILEE PARTY,Female
CHERUIYOT DAVID KIBET,NAKURU,826,MARIASHONI,INDEPENDENT,Male
CHERUIYOT IRENE CHEBICHI,NAKURU,861,SOIN,JUBILEE PARTY,Female
CHERUIYOT JOSEPH KIPLANGAT,NAKURU,863,MOSOP,CHAMA CHA MASHINANI,Male
CHERUIYOT MILKA JEPCHUMBA,NAKURU,861,SOIN,KENYA AFRICAN NATIONAL UNION,Female
CHERUIYOT RAYMOND KIPKORIR,NAKURU,863,MOSOP,INDEPENDENT,Male
CHERUIYOT WESLEY NGETICH,NAKURU,851,KIPTAGICH,INDEPENDENT,Male
CORNELIUS KIBET,NAKURU,850,KERINGET,KENYA AFRICAN NATIONAL UNION,Male
DAVID MUTISYA MUSYOKA,NAKURU,858,WASEGES,INDEPENDENT,Male
DICKSON MUTAI KOSKEI,NAKURU,873,KAPKURES,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
GACHERU PETER MBUGUA,NAKURU,836,BIASHARA,INDEPENDENT,Male
GACHIRI JOHN MACHARIA,NAKURU,874,RHODA,INDEPENDENT,Male
GATHII SHADRACK NJOROGE,NAKURU,842,NAIVASHA EAST,SAFINA,Male
GATHITU ISAAC WAHOME,NAKURU,867,KIAMAINA,JUBILEE PARTY,Male
GICAMU JOHN NJUGUNA,NAKURU,854,NYOTA,INDEPENDENT,Male
GICHEHA SAMUEL GUTU,NAKURU,848,MURINDATI,MAENDELEO CHAP CHAP PARTY,Male
GICHERU FRANCIS GITAHI,NAKURU,862,VISOI,INDEPENDENT,Male
GICHUHI ASFORD MWANGI,NAKURU,842,NAIVASHA EAST,INDEPENDENT,Male
GICHUHI SIMON NGUMO,NAKURU,863,MOSOP,MAENDELEO CHAP CHAP PARTY,Male
GICHUKI JOSHUA KAMAKIA,NAKURU,846,MBARUK EBURU,MAENDELEO CHAP CHAP PARTY,Male
GICHUKI WASHINGTON NDERITU,NAKURU,865,DUNDORI,MAENDELEO CHAP CHAP PARTY,Male
GIKANDI DENNIS THUMBI,NAKURU,865,DUNDORI,KENYA AFRICAN NATIONAL UNION,Male
GIKONYO CLEMENT NGURE,NAKURU,867,KIAMAINA,INDEPENDENT,Male
GITAHI PETTERSON NJUGUNA,NAKURU,844,GILGIL,PARTY OF NATIONAL UNITY,Male
GITAU EVANS MUTUA,NAKURU,844,GILGIL,INDEPENDENT,Male
GITAU MONICAH WANGARE,NAKURU,848,MURINDATI,INDEPENDENT,Female
GITHATU RICHARD MURIUKI,NAKURU,871,LONDON,MAENDELEO CHAP CHAP PARTY,Male
GITHENGI DANIEL KAMAU,NAKURU,875,SHAABAB,JUBILEE PARTY,Male
GITHINJI JOSEPH KAMAU,NAKURU,869,BAHATI,INDEPENDENT,Male
GITHINJI PETER KAMAU,NAKURU,874,RHODA,INDEPENDENT,Male
GITHIRI PETER MAINA,NAKURU,848,MURINDATI,INDEPENDENT,Male
GITHUA JACKSON KARIUKI,NAKURU,830,MAU NAROK,JUBILEE PARTY,Male
GITHUI TITUS MUTERU,NAKURU,880,NAKURU EAST,MAENDELEO CHAP CHAP PARTY,Male
GITONGA BENJAMIN IRUNGU,NAKURU,830,MAU NAROK,INDEPENDENT,Male
GITONGAH MOSES NGATIA,NAKURU,848,MURINDATI,INDEPENDENT,Male
GORI HOBERT KIAGE,NAKURU,837,HELLS GATE,ORANGE DEMOCRATIC MOVEMENT,Male
GUTU BONFACE THUO,NAKURU,846,MBARUK EBURU,INDEPENDENT,Male
HAMMAN KORIR WALTER,NAKURU,851,KIPTAGICH,KENYA AFRICAN NATIONAL UNION,Male
IRUNGU FRANCIS KAMONJO,NAKURU,868,LANET UMOJA,INDEPENDENT,Male
IRURA MWANGI,NAKURU,834,LARE,INDEPENDENT,Male
JAMES HUMPHREY MWANIKI,NAKURU,880,NAKURU EAST,JUBILEE PARTY,Male
JOHN KARIA SONGOI,NAKURU,840,MAIELLA,ORANGE DEMOCRATIC MOVEMENT,Male
JOSEPH KIPKORIR,NAKURU,826,MARIASHONI,INDEPENDENT,Male
KABIRU TIMOTHY KABUTU,NAKURU,874,RHODA,INDEPENDENT,Male
KABUE SOLOMON NDUNGU,NAKURU,878,FLAMINGO,INDEPENDENT,Male
KAHAKI BONFACE MUKUNA,NAKURU,848,MURINDATI,INDEPENDENT,Male
KAHURA JOSEPH MAGU,NAKURU,842,NAIVASHA EAST,INDEPENDENT,Male
KAJWANG PETER MWAMBA,NAKURU,872,KAPTEMBWO,ORANGE DEMOCRATIC MOVEMENT,Male
KAMANO JOSEPH MUNGAI,NAKURU,840,MAIELLA,JUBILEE PARTY,Male
KAMAU DANSON KARANJA,NAKURU,847,MALEWA WEST,INDEPENDENT,Male
KAMAU MOSES NDUNGU,NAKURU,845,ELEMENTAITA,JUBILEE PARTY,Male
KANYI ERASTUS KAHUGO,NAKURU,847,MALEWA WEST,INDEPENDENT,Male
KANYINGI MATHEWS WAWERU,NAKURU,838,LAKE VIEW,INDEPENDENT,Male
KARANJA CECILIA NYAMBURA,NAKURU,862,VISOI,JUBILEE PARTY,Female
KARANJA DOMINIC MAINA,NAKURU,845,ELEMENTAITA,INDEPENDENT,Male
KARANJA MICHAEL MBUGUA,NAKURU,829,MOLO,INDEPENDENT,Male
KARANJA MICHAEL NJOROGE,NAKURU,829,MOLO,JUBILEE PARTY,Male
KARANJA STANLEY,NAKURU,842,NAIVASHA EAST,JUBILEE PARTY,Male
KARENGO PATRICK NJUGUNA,NAKURU,829,MOLO,DEMOCRATIC PARTY OF KENYA,Male
KARIUKI ELIJAH WAINAINA,NAKURU,829,MOLO,MAENDELEO CHAP CHAP PARTY,Male
KARIUKI ERIC GICHUKI,NAKURU,843,VIWANDANI,JUBILEE PARTY,Male
KARIUKI JOHN,NAKURU,854,NYOTA,NATIONAL RAINBOW COALITION- KENYA,Male
KARIUKI JOSEPH GACHOKA,NAKURU,829,MOLO,KENYA AFRICAN NATIONAL UNION,Male
KARIUKI MUNJINGA,NAKURU,840,MAIELLA,INDEPENDENT,Male
KARU DANIEL KIMOTHO,NAKURU,876,BIASHARA,MAENDELEO CHAP CHAP PARTY,Male
KEMBOI JAPHATH KIPLANGAT,NAKURU,852,TINET,THE NATIONAL VISION PARTY,Male
KETER AMOS KIPKOECH,NAKURU,870,BARUT,INDEPENDENT,Male
KETER ELIJAH KIPRONOH,NAKURU,850,KERINGET,THE LABOUR PARTY OF KENYA,Male
KETER KENNEDY KIPKEMOI,NAKURU,854,NYOTA,CHAMA CHA MASHINANI,Male
KIARIE JAMES MATHENGE,NAKURU,845,ELEMENTAITA,INDEPENDENT,Male
KIBET JOSHUA BOIWO,NAKURU,873,KAPKURES,THE NATIONAL VISION PARTY,Male
KIBET SOLOMON TIEMOSI,NAKURU,826,MARIASHONI,AMANI NATIONAL CONGRESS,Male
KIBIRU BIDAN MWANGI,NAKURU,836,BIASHARA,INDEPENDENT,Male
KIBOIWO JANET CHELANGAT,NAKURU,872,KAPTEMBWO,KENYA AFRICAN NATIONAL UNION,Female
KIHARA JALLY KANYOGORO,NAKURU,828,TURI,SAFINA,Male
KIHARA STEPHEN WANYAGA,NAKURU,865,DUNDORI,INDEPENDENT,Male
KIHIKO JOHN KURIA,NAKURU,839,MAI MAHIU,PEOPLES PARTY OF KENYA,Male
KIHUNGI PETER RUKWARO,NAKURU,862,VISOI,DEMOCRATIC PARTY OF KENYA,Male
KIIRU REGINA MUGURE,NAKURU,830,MAU NAROK,INDEPENDENT,Female
KILASI JANE NAKHUNGU,NAKURU,872,KAPTEMBWO,JUSTICE AND FREEDOM PARTY,Female
KILO DAVID ODUOLL,NAKURU,841,OLKARIA,INDEPENDENT,Male
KIMANI CHARLES MWAURA,NAKURU,867,KIAMAINA,INDEPENDENT,Male
KIMANI JOHNSON CHEGE,NAKURU,845,ELEMENTAITA,DEMOCRATIC PARTY OF KENYA,Male
KIMANI JOSPHAT NJATHI,NAKURU,843,VIWANDANI,PARTY OF NATIONAL UNITY,Male
KIMANI SIMON GAITHO,NAKURU,845,ELEMENTAITA,INDEPENDENT,Male
KIMANI STANLEY NJUGUNA,NAKURU,874,RHODA,SAFINA,Male
KIMOTHO ELIKANA WARUGU,NAKURU,839,MAI MAHIU,INDEPENDENT,Male
KINGANGI FRANCIS MAINA,NAKURU,834,LARE,INDEPENDENT,Male
KINUTHIA JOHN NJOROGE,NAKURU,835,NJORO,MAENDELEO CHAP CHAP PARTY,Male
KINYANJUI JOHN WANARUA,NAKURU,834,LARE,INDEPENDENT,Male
KINYANJUI SAMMY NG'ANG'A,NAKURU,842,NAIVASHA EAST,DEMOCRATIC PARTY OF KENYA,Male
KIOGORA KENNETH KAMATA,NAKURU,842,NAIVASHA EAST,CHAMA MWANGAZA DAIMA,Male
KIPCHIRCHIR MATHEW KIRUI,NAKURU,870,BARUT,INDEPENDENT,Male
KIPCHIRCHIR SALIM ROP,NAKURU,849,AMALO,INDEPENDENT,Male
KIPKETER NGETICH BENARD,NAKURU,854,NYOTA,JUBILEE PARTY,Male
KIPKORIR PETER RUTTOH,NAKURU,831,MAUCHE,CHAMA CHA MASHINANI,Male
KIPLANGAT TIMOTHY SAWE,NAKURU,851,KIPTAGICH,INDEPENDENT,Male
KIPNG'OK HENRY KOECH,NAKURU,864,SOLAI,KENYA AFRICAN NATIONAL UNION,Male
KIPRONOH MUTAI ALFRED,NAKURU,855,SIRIKWA,JUBILEE PARTY,Male
KIRATU PATRICK BORO,NAKURU,837,HELLS GATE,INDEPENDENT,Male
KIRIAMA NICHOLAS JOHN,NAKURU,875,SHAABAB,INDEPENDENT,Male
KIRICHI ZACHARIA KAHIRO,NAKURU,835,NJORO,JUBILEE PARTY,Male
KIRUGUMI DANIEL KIRAGU,NAKURU,835,NJORO,INDEPENDENT,Male
KIRUI BENARD KIPROTICH,NAKURU,870,BARUT,KENYA AFRICAN NATIONAL UNION,Male
KIRUI KIPKORIR LEONARD,NAKURU,854,NYOTA,KENYA AFRICAN NATIONAL UNION,Male
KIRUI ROBERT KIPYEGON,NAKURU,849,AMALO,INDEPENDENT,Male
KISONGO SAMUEL KIBET,NAKURU,826,MARIASHONI,CHAMA CHA MASHINANI,Male
KITHUKU JOSEPHAT MUYA,NAKURU,858,WASEGES,PARTY OF NATIONAL UNITY,Male
KIVAIRO ALBERT KAISHA,NAKURU,877,KIVUMBINI,AMANI NATIONAL CONGRESS,Male
KOECH KIPNGETICH JOSEPH,NAKURU,851,KIPTAGICH,INDEPENDENT,Male
KOECH RODGERS KIPKOGEI,NAKURU,862,VISOI,INDEPENDENT,Male
KOECH WILLIAM CHERUIYOT,NAKURU,833,NESSUIT,KENYA AFRICAN NATIONAL UNION,Male
KOMBO FRANCIS JAPANIS,NAKURU,870,BARUT,DEMOCRATIC PARTY OF KENYA,Male
